vendor_id,po_id,item_name,quantity,contract_price,actual_amount,expected_amount,variance,variance_percentage,price_status,gold_load_timestamp
V0090,PO034602,Mechanical Pvc Pipe Premium,262.0,0.0,74628.69,0.0,74628.69,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0280,PO034631,Fluid Bearing Premium,141.0,0.0,24254.14,0.0,24254.14,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0043,PO034649,Mechanical Circuit Breaker Heavy Duty,256.0,0.0,201448.82,0.0,201448.82,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0121,PO034704,Electrical Pvc Pipe Kit,98.0,0.0,72377.61,0.0,72377.61,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0109,PO034738,Structural Lubricant,251.2023478892497,0.0,93536.07,0.0,93536.07,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0251,PO034776,Safety Welding Rod Kit,267.0,0.0,97812.42,0.0,97812.42,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0078,PO034793,Fluid Conveyor Belt,80.0,0.0,38206.97,0.0,38206.97,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0418,PO034811,Mechanical Flow Meter,163.0,0.0,69983.51,0.0,69983.51,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0379,PO034814,Mechanical Flow Meter Premium,292.0,0.0,88374.6,0.0,88374.6,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0491,PO034847,Safety Gearbox Premium,408.0,0.0,25146.76,0.0,25146.76,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0021,PO034853,Instrumentation Industrial Paint Heavy Duty,205.0,0.0,852395.12,0.0,852395.12,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0457,PO034866,Structural Steel Rod Kit,38.0,0.0,7848.21,0.0,7848.21,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0378,PO035077,Electrical Copper Wire Premium,27.0,0.0,2628.17,0.0,2628.17,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0141,PO035082,Safety Welding Rod Kit,258.0,0.0,111007.6,0.0,111007.6,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0108,PO035141,Instrumentation Flow Meter Heavy Duty,316.0,0.0,262476.16,0.0,262476.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0028,PO035159,Structural Bearing,117.0,0.0,209287.98,0.0,209287.98,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0371,PO035230,Structural Flow Meter Premium,47.0,0.0,30537.07,0.0,30537.07,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0394,PO035233,Instrumentation Copper Wire,137.0,0.0,6924.95,0.0,6924.95,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0078,PO035235,Mechanical Fasteners Premium,322.0,0.0,202479.45,0.0,202479.45,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0355,PO035238,Mechanical Electric Motor Standard,251.2023478892497,0.0,43388.44,0.0,43388.44,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0356,PO035284,Structural Flow Meter Premium,247.0,0.0,199774.92,0.0,199774.92,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0484,PO035300,Structural Flow Meter Premium,32.0,0.0,16070.86,0.0,16070.86,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0153,PO035347,Structural Safety Helmet Heavy Duty,113.0,0.0,76022.89,0.0,76022.89,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0147,PO035350,Instrumentation Copper Wire Heavy Duty,12.0,0.0,3246.99,0.0,3246.99,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0038,PO035403,Mechanical Safety Helmet Standard,130.0,0.0,98318.37,0.0,98318.37,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0432,PO035422,Structural Bearing,492.0,0.0,816383.95,0.0,816383.95,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0364,PO035435,Safety Conveyor Belt,251.2023478892497,0.0,23857.86,0.0,23857.86,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0190,PO035438,Structural Safety Helmet Heavy Duty,23.0,0.0,13024.65,0.0,13024.65,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0091,PO035465,Fluid Pneumatic Cylinder,303.0,0.0,602203.42,0.0,602203.42,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0492,PO035476,Mechanical Pvc Pipe Premium,82.0,0.0,10912.74,0.0,10912.74,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0211,PO035477,Electrical Safety Helmet Kit,217.0,0.0,79961.3,0.0,79961.3,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0083,PO035503,Safety Transformer Oil Kit,406.0,0.0,244447.24,0.0,244447.24,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0098,PO035522,Electrical Transformer Oil Standard,437.0,0.0,95078.39,0.0,95078.39,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0306,PO035658,Mechanical Fasteners Premium,349.0,0.0,168957.76,0.0,168957.76,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0210,PO035662,Electrical Gearbox Premium,114.0,0.0,13182.93,0.0,13182.93,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0024,PO035820,Electrical Bearing Heavy Duty,189.0,0.0,20178.76,0.0,20178.76,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0378,PO035826,Structural Copper Wire Premium,327.0,0.0,104939.49,0.0,104939.49,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0240,PO035845,Instrumentation Bearing Premium,221.0,0.0,163823.2,0.0,163823.2,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0471,PO035855,Safety Flow Meter Kit,84.0,315.42,26585.48,26495.280000000002,90.19999999999709,0.34,Overcharged,2026-07-12T08:48:38.325Z
V0365,PO035900,Mechanical Pressure Gauge Standard,283.0,0.0,39940.19,0.0,39940.19,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0305,PO035960,Mechanical Fasteners Heavy Duty,228.0,0.0,692941.04,0.0,692941.04,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0157,PO035976,Electrical Pvc Pipe Premium,13.0,0.0,933.48,0.0,933.48,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0317,PO036008,Instrumentation Flow Meter Kit,338.0,0.0,98839.42,0.0,98839.42,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0485,PO036023,Instrumentation Bearing Premium,236.0,0.0,95619.49,0.0,95619.49,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0161,PO036063,Electrical Conveyor Belt Heavy Duty,175.0,0.0,138738.55,0.0,138738.55,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0486,PO036109,Safety Pressure Gauge Kit,352.0,0.0,132091.54,0.0,132091.54,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0391,PO036113,Fluid Safety Helmet Premium,97.0,0.0,47249.43,0.0,47249.43,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0065,PO036117,Safety Transformer Oil Heavy Duty,323.0,0.0,247580.24,0.0,247580.24,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0422,PO036137,Mechanical Pressure Gauge Premium,481.0,0.0,109388.31,0.0,109388.31,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0355,PO036205,Mechanical Circuit Breaker Premium,364.0,0.0,254922.24,0.0,254922.24,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0194,PO036287,Safety Hydraulic Pump Standard,322.0,0.0,20783.41,0.0,20783.41,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0402,PO036328,Safety Hydraulic Pump Standard,141.0,0.0,93650.02,0.0,93650.02,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0148,PO036414,Structural Transformer Oil Kit,200.0,0.0,24019.42,0.0,24019.42,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0402,PO036537,Structural Gearbox Heavy Duty,329.0,0.0,103374.02,0.0,103374.02,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0402,PO036623,Electrical Steel Rod Kit,223.0,0.0,83673.83,0.0,83673.83,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0171,PO036633,Instrumentation Fasteners,349.0,0.0,152157.85,0.0,152157.85,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0475,PO036768,Structural Pressure Gauge Standard,25.0,0.0,18290.02,0.0,18290.02,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0207,PO036802,Safety Lubricant Standard,137.0,0.0,54305.99,0.0,54305.99,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0437,PO036818,Structural Gearbox Heavy Duty,236.0,0.0,683420.72,0.0,683420.72,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0025,PO036829,Electrical Transformer Oil Standard,95.0,0.0,58844.59,0.0,58844.59,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0444,PO036885,Structural Flow Meter Premium,26.0,0.0,8055.04,0.0,8055.04,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0058,PO037019,Instrumentation Safety Helmet,384.0,0.0,25195.11,0.0,25195.11,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0466,PO037036,Safety Hydraulic Pump Heavy Duty,455.0,0.0,226223.73,0.0,226223.73,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0054,PO037046,Mechanical Welding Rod Heavy Duty,252.0,0.0,193532.04,0.0,193532.04,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0095,PO037065,Structural Bearing,80.0,0.0,39735.78,0.0,39735.78,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0482,PO037069,Electrical Steel Rod,98.0,0.0,6908.14,0.0,6908.14,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0295,PO037097,Structural Gearbox Heavy Duty,354.0,0.0,187210.16,0.0,187210.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0282,PO037107,Instrumentation Flow Meter Kit,173.0,3965.92,693164.58,686104.16,7060.4199999999255,1.03,Overcharged,2026-07-12T08:48:38.325Z
V0470,PO037157,Mechanical Safety Helmet Standard,393.0,0.0,268473.32,0.0,268473.32,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0042,PO037158,Safety Pressure Gauge Kit,453.0,0.0,303600.09,0.0,303600.09,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0251,PO037195,Mechanical Safety Helmet Standard,431.0,0.0,269806.29,0.0,269806.29,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0203,PO037274,Electrical Steel Rod Kit,224.0,0.0,19270.78,0.0,19270.78,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0276,PO037283,Electrical Transformer Oil Kit,331.0,0.0,64388.04,0.0,64388.04,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0346,PO037310,Safety Pressure Gauge Premium,233.0,0.0,30999.19,0.0,30999.19,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0048,PO037384,Structural Transformer Oil,388.0,0.0,176437.39,0.0,176437.39,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0032,PO037398,Safety Control Panel Kit,255.0,0.0,129651.87,0.0,129651.87,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0115,PO037412,Instrumentation Hydraulic Pump Premium,462.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0271,PO037413,Structural Transformer Oil Kit,120.0,0.0,41536.88,0.0,41536.88,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0195,PO037460,Safety Control Panel,462.0,0.0,363363.97,0.0,363363.97,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0359,PO037531,Safety Gearbox Premium,123.0,0.0,30374.63,0.0,30374.63,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0108,PO037612,Safety Control Panel Heavy Duty,16.0,0.0,12481.93,0.0,12481.93,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0455,PO037662,Electrical Copper Wire Premium,261.0,0.0,171953.53,0.0,171953.53,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0445,PO037683,Mechanical Copper Wire Heavy Duty,492.0,0.0,63803.19,0.0,63803.19,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0259,PO037738,Safety Control Panel Heavy Duty,178.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0427,PO037835,Instrumentation Hydraulic Pump Premium,61.0,0.0,18518.99,0.0,18518.99,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0182,PO037846,Safety Control Panel,320.0,0.0,84547.59,0.0,84547.59,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0380,PO037873,Safety Transformer Oil Standard,212.0,0.0,67471.23,0.0,67471.23,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0480,PO037917,Mechanical Copper Wire Heavy Duty,266.0,0.0,212351.86,0.0,212351.86,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0401,PO037942,Instrumentation Flow Meter Kit,181.0,0.0,77293.5,0.0,77293.5,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0130,PO037957,Instrumentation Copper Wire Heavy Duty,309.0,0.0,98756.79,0.0,98756.79,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0440,PO038025,Structural Conveyor Belt Premium,114.0,0.0,9316.8,0.0,9316.8,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0129,PO038042,Instrumentation Steel Rod,53.0,0.0,162609.94,0.0,162609.94,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0039,PO038084,Electrical Conveyor Belt,272.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0176,PO038087,Safety Control Panel,419.0,0.0,106699.59,0.0,106699.59,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0127,PO038105,Structural Conveyor Belt Premium,39.0,0.0,16362.58,0.0,16362.58,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0355,PO038111,Mechanical Fasteners Premium,178.0,0.0,74662.42,0.0,74662.42,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0130,PO038121,Mechanical Circuit Breaker Premium,479.0,0.0,1580844.03,0.0,1580844.03,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0201,PO038193,Safety Control Panel,454.0,0.0,329327.57,0.0,329327.57,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0246,PO038196,Mechanical Electric Motor Standard,227.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0362,PO038215,Safety Control Panel,251.2023478892497,0.0,67458.32,0.0,67458.32,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0217,PO038232,Mechanical Flow Meter,387.0,0.0,162867.19,0.0,162867.19,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0304,PO038317,Structural Pressure Gauge Standard,298.0,0.0,142187.56,0.0,142187.56,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0477,PO038355,Safety Transformer Oil Heavy Duty,394.0,0.0,166811.63,0.0,166811.63,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0378,PO038390,Instrumentation Pneumatic Cylinder Premium,110.0,0.0,71641.75,0.0,71641.75,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0155,PO038419,Mechanical Flow Meter Premium,308.0,0.0,110426.55,0.0,110426.55,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0321,PO038427,Safety Control Panel,194.0,0.0,78089.13,0.0,78089.13,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0228,PO038468,Electrical Copper Wire Premium,251.2023478892497,0.0,26891.29,0.0,26891.29,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0098,PO038489,Safety Pressure Gauge Kit,40.0,0.0,15893.68,0.0,15893.68,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0341,PO038521,Safety Pressure Gauge Kit,497.0,0.0,390839.34,0.0,390839.34,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0353,PO038534,Safety Control Panel Heavy Duty,30.0,0.0,13063.23,0.0,13063.23,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0131,PO038570,Structural Lubricant,57.0,0.0,43470.87,0.0,43470.87,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0060,PO038604,Instrumentation Fasteners,123.0,0.0,60102.27,0.0,60102.27,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0314,PO038660,Safety Pressure Gauge Kit,131.0,0.0,100745.54,0.0,100745.54,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0451,PO038715,Instrumentation Flow Meter Premium,213.0,0.0,60161.01,0.0,60161.01,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0326,PO038718,Safety Control Panel Kit,364.0,0.0,180801.92,0.0,180801.92,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0138,PO038729,Safety Control Panel,42.0,0.0,6314.33,0.0,6314.33,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0246,PO038780,Fluid Steel Rod Standard,195.0,0.0,88352.9,0.0,88352.9,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0130,PO038800,Electrical Steel Rod Kit,484.0,0.0,186473.1,0.0,186473.1,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0005,PO038859,Mechanical Pvc Pipe Premium,54.0,0.0,19214.73,0.0,19214.73,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0271,PO038887,Instrumentation Bearing Premium,419.0,0.0,150259.16,0.0,150259.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0230,PO038967,Instrumentation Copper Wire Heavy Duty,431.0,0.0,211783.2,0.0,211783.2,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0455,PO038984,Electrical Lubricant Heavy Duty,353.0,0.0,36254.31,0.0,36254.31,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0239,PO039021,Electrical Conveyor Belt,467.0,1848.16,869306.1,863090.7200000001,6215.379999999888,0.72,Overcharged,2026-07-12T08:48:38.325Z
V0130,PO039026,Electrical Gearbox Kit,198.0,0.0,399362.4,0.0,399362.4,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0153,PO039056,Electrical Bearing Heavy Duty,223.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0213,PO039100,Electrical Transformer Oil Standard,13.0,0.0,2319.29,0.0,2319.29,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0119,PO039127,Safety Gearbox Premium,178.0,0.0,20474.65,0.0,20474.65,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0135,PO039196,Mechanical Pressure Gauge Standard,352.0,0.0,28687.6,0.0,28687.6,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0246,PO039211,Safety Conveyor Belt Standard,333.0,0.0,255465.77,0.0,255465.77,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0368,PO039269,Instrumentation Electric Motor Premium,175.0,0.0,129042.32,0.0,129042.32,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0185,PO039326,Safety Welding Rod Kit,336.0,0.0,279766.41,0.0,279766.41,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0379,PO039374,Structural Transformer Oil Kit,335.0,0.0,139192.77,0.0,139192.77,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0098,PO039415,Mechanical Fasteners Premium,335.0,0.0,241567.91,0.0,241567.91,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0148,PO039438,Safety Pressure Gauge Premium,395.0,0.0,51070.8,0.0,51070.8,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0374,PO039465,Fluid Flow Meter Kit,282.0,0.0,74543.4,0.0,74543.4,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0237,PO039476,Electrical Lubricant Heavy Duty,239.0,0.0,57916.93,0.0,57916.93,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0109,PO039497,Instrumentation Flow Meter Kit,2.0,0.0,574.32,0.0,574.32,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0418,PO039505,Fluid Safety Helmet Kit,88.0,0.0,49254.84,0.0,49254.84,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0057,PO039510,Safety Transformer Oil Heavy Duty,24.0,0.0,9423.7,0.0,9423.7,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0091,PO039570,Safety Conveyor Belt,464.0,0.0,367552.98,0.0,367552.98,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0119,PO039582,Mechanical Flow Meter,348.0,0.0,110482.53,0.0,110482.53,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0249,PO039603,Safety Pressure Gauge Kit,406.0,0.0,284793.97,0.0,284793.97,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0263,PO039635,Safety Transformer Oil Heavy Duty,69.0,0.0,41184.99,0.0,41184.99,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0077,PO039661,Mechanical Safety Helmet Standard,12.0,0.0,2097.05,0.0,2097.05,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0464,PO039670,Safety Hydraulic Pump Standard,453.0,0.0,47979.51,0.0,47979.51,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0151,PO039706,Mechanical Safety Helmet Standard,489.0,0.0,303528.86,0.0,303528.86,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0106,PO039730,Electrical Gearbox Premium,98.0,0.0,27309.55,0.0,27309.55,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0091,PO039745,Instrumentation Flow Meter Premium,475.0,0.0,709388.99,0.0,709388.99,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0123,PO039805,Structural Transformer Oil Kit,134.0,0.0,76915.98,0.0,76915.98,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0341,PO039828,Safety Transformer Oil Kit,395.0,0.0,208854.46,0.0,208854.46,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0275,PO039833,Safety Conveyor Belt,30.0,0.0,7727.92,0.0,7727.92,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0050,PO039835,Safety Pressure Gauge Premium,71.0,0.0,37686.55,0.0,37686.55,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0237,PO039888,Instrumentation Electric Motor Premium,444.0,0.0,91090.02,0.0,91090.02,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0181,PO039907,Mechanical Circuit Breaker Heavy Duty,205.0,0.0,891000.35,0.0,891000.35,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0042,PO039908,Instrumentation Flow Meter Kit,14.0,0.0,2152.38,0.0,2152.38,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0055,PO039927,Safety Lubricant Standard,340.0,0.0,44865.95,0.0,44865.95,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0037,PO039960,Safety Transformer Oil Heavy Duty,426.0,0.0,255766.12,0.0,255766.12,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0163,PO039990,Mechanical Pvc Pipe Premium,251.2023478892497,0.0,41457.09,0.0,41457.09,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0359,PO040036,Safety Hydraulic Pump Heavy Duty,424.0,0.0,34080.54,0.0,34080.54,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0152,PO040246,Electrical Pneumatic Cylinder Kit,69.0,0.0,15903.41,0.0,15903.41,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0452,PO040285,Electrical Steel Rod Standard,474.0,0.0,309425.52,0.0,309425.52,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0421,PO040323,Safety Transformer Oil Kit,27.0,0.0,17938.94,0.0,17938.94,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0152,PO040398,Safety Control Panel Kit,151.0,0.0,67097.43,0.0,67097.43,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0171,PO040426,Electrical Safety Helmet Kit,349.0,0.0,64592.44,0.0,64592.44,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0030,PO040436,Safety Welding Rod Kit,264.0,0.0,79810.15,0.0,79810.15,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0369,PO040548,Electrical Conveyor Belt Heavy Duty,336.0,0.0,176056.5,0.0,176056.5,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0101,PO040584,Safety Gearbox Premium,117.0,0.0,63158.25,0.0,63158.25,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0380,PO040598,Fluid Pneumatic Cylinder,75.0,0.0,28192.87,0.0,28192.87,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0161,PO040629,Safety Pressure Gauge Premium,101.0,0.0,59056.27,0.0,59056.27,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0064,PO040637,Instrumentation Safety Helmet,287.0,0.0,206318.03,0.0,206318.03,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0216,PO040640,Mechanical Circuit Breaker Heavy Duty,387.0,0.0,62458.54,0.0,62458.54,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0471,PO040644,Safety Flow Meter Kit,418.0,0.0,131403.38,0.0,131403.38,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0063,PO040675,Structural Copper Wire Standard,1.0,2604.27,2652.49,2604.27,48.2199999999998,1.85,Overcharged,2026-07-12T08:48:38.325Z
V0236,PO040693,Safety Control Panel Kit,457.0,0.0,208335.13,0.0,208335.13,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0026,PO040736,Safety Conveyor Belt Standard,198.0,0.0,10278.49,0.0,10278.49,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0108,PO040737,Structural Conveyor Belt Standard,261.0,0.0,103791.87,0.0,103791.87,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0380,PO040740,Electrical Steel Rod,450.0,0.0,171449.96,0.0,171449.96,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0446,PO040781,Structural Bearing,206.0,0.0,167018.75,0.0,167018.75,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0074,PO040795,Safety Control Panel Heavy Duty,386.0,0.0,206634.95,0.0,206634.95,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0046,PO040895,Structural Copper Wire Standard,470.0,0.0,148191.29,0.0,148191.29,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0413,PO040962,Electrical Gearbox Kit,293.0,0.0,94434.33,0.0,94434.33,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0186,PO041116,Instrumentation Flow Meter Heavy Duty,5.0,0.0,2009.13,0.0,2009.13,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0382,PO041169,Structural Safety Helmet Heavy Duty,136.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0250,PO041215,Electrical Transformer Oil Kit,171.0,0.0,50989.58,0.0,50989.58,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0393,PO041263,Instrumentation Industrial Paint Heavy Duty,167.0,0.0,57398.15,0.0,57398.15,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0220,PO041372,Electrical Pneumatic Cylinder Kit,159.0,0.0,121856.16,0.0,121856.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0212,PO041398,Safety Hydraulic Pump Heavy Duty,194.0,0.0,88505.76,0.0,88505.76,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0105,PO041412,Mechanical Circuit Breaker Premium,37.0,0.0,109001.83,0.0,109001.83,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0130,PO041424,Mechanical Circuit Breaker Heavy Duty,206.0,0.0,768014.92,0.0,768014.92,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0299,PO041524,Instrumentation Circuit Breaker Standard,324.0,0.0,230417.24,0.0,230417.24,0.0,Overcharged,2026-07-12T08:48:38.325Z
